103
103
52
54
57
103
103
103
74
127
58
64
68
40
70
56
51
52
52
62
67
55
145
58
74
74
84
114
145
148
231
86
236
152
165
1972
798
277
227
222
135
239
387
165
189
184
145
131
141
134
125
140
159
133
125
125
140
140
140
140
140
125
131
131
197
125
2226
2007
2079
2540
2549
2549
1835
1725
2179
