102
81
186
103
222
174
174
138
165
286
1830
1961
1910
2033
2032
2705
2305
2498
2308
2167
2723
2035
3132
2833
3902
2987
2957
3980
1742
2076
3121
3706
3797
4085
3134
2532
2163
3566
2700
2861
2353
2337
3389
3536
1829
1901
3329
2193
3107
2687
